NNID,1,2,3,4
NET NAME,VGG16,GoogLeNet,Sentiment Analysis,Sentiment Analysis
ISOLATED,77632839,11872941,4489906,4489906
PRIORITY,0,0,2,1
DISPATCHED,0,1432585,397577,1488115
ESTIMATED,3555583,291425,1,1
RUNNED,6150359,814258,4247845,4247640
WAITED,8495485,13213260,1,3157308
ELAPSED,14645844,14027518,4247846,7404948
SWITCHED,1,1,1,1
SLA,True,True,True,True
"algo_str, mecha_str"
ANTT,0.9913640474805705,STP,7.810399973789505,FAIRNESS,0.022156181352413568
