NNID,1,2,3,4
NET NAME,GoogLeNet,VGG16,Machine Translation,VGG16
ISOLATED,11872941,77632839,10717761,77632839
PRIORITY,0,2,0,0
DISPATCHED,0,733425,1729641,1205794
ESTIMATED,291425,3555583,1,3555583
RUNNED,813451,6138642,5166909,6125536
WAITED,141575,10866142,10500001,10913209
ELAPSED,955026,17004784,15666910,17038745
SWITCHED,2,36,31,34
SLA,True,True,True,True
"algo_str, mecha_str"
ANTT,0.4951819197420688,STP,22.237768462304125,FAIRNESS,0.04080268332110312
