NNID,1,2,3,4
NET NAME,Automatic Speech Recognition,MobileNet,VGG16,Sentiment Analysis
ISOLATED,13464275,25908806,77632839,4489906
PRIORITY,0,0,1,2
DISPATCHED,0,1829683,1496396,1251446
ESTIMATED,1,1419697,3555583,1
RUNNED,12028517,1866808,6150356,4026025
WAITED,0,20375216,14558147,10777072
ELAPSED,12028517,22242024,20708503,14803097
SWITCHED,1,1,1,1
SLA,True,True,True,True
"algo_str, mecha_str"
ANTT,1.328890187098949,STP,6.336368463988035,FAIRNESS,0.02696911194272761
