NNID,1,2,3,4
NET NAME,GoogLeNet,Sentiment Analysis,VGG16,GoogLeNet
ISOLATED,11872941,4489906,77632839,11872941
PRIORITY,2,1,0,2
DISPATCHED,0,899119,1916701,765139
ESTIMATED,291425,1,3555583,291425
RUNNED,813951,4358825,6149717,813755
WAITED,0,1,4069831,4407638
ELAPSED,813951,4358826,10219548,5221393
SWITCHED,1,1,1,2
SLA,True,True,True,True
SJF,DYNAMIC
ANTT,0.4026931892176388,STP,25.487280127907344,FAIRNESS,0.03325949394936251
