NNID,1,2,3,4
NET NAME,Sentiment Analysis,Automatic Speech Recognition,Automatic Speech Recognition,VGG16
ISOLATED,4489906,13464275,13464275,77632839
PRIORITY,2,2,1,0
DISPATCHED,0,34744,1292727,1626424
ESTIMATED,1,1,1,14014972
RUNNED,1372994,3574584,3574584,77632804
WAITED,0,1338251,3654852,6895739
ELAPSED,1372994,4912835,7229436,84528543
SWITCHED,1,1,1,1
SLA,True,True,True,True
"algo_str, mecha_str"
ANTT,0.5741085589569959,STP,8.791635065094509,FAIRNESS,0.33156310667558014
