NNID,1,2,3,4
NET NAME,AlexNet,Sentiment Analysis,MobileNet,GoogLeNet
ISOLATED,6473174,4489906,25908806,11872941
PRIORITY,0,2,0,0
DISPATCHED,0,318948,1900962,1591195
ESTIMATED,307188,1,1419697,291425
RUNNED,1697378,2364248,1866680,814260
WAITED,2364248,1,2974925,2470432
ELAPSED,4061626,2364249,4841605,3284692
SWITCHED,2,1,1,1
SLA,True,True,True,True
SJF,DYNAMIC
ANTT,0.40438738648761735,STP,12.45873588573158,FAIRNESS,0.03943151659932356
