NNID,1,2,3,4
NET NAME,AlexNet,AlexNet,AlexNet,GoogLeNet
ISOLATED,6473174,6473174,6473174,11872941
PRIORITY,2,0,2,1
DISPATCHED,0,1211637,1714350,1798539
ESTIMATED,307188,307188,307188,291425
RUNNED,1697722,1697218,1697446,813990
WAITED,0,2997522,813991,1
ELAPSED,1697722,4694740,2511437,813991
SWITCHED,1,2,2,1
SLA,True,True,True,True
"algo_str, mecha_str"
ANTT,0.36101648456189567,STP,22.355234833144223,FAIRNESS,0.006847014697775171
