NNID,1,2,3,4
NET NAME,AlexNet,Automatic Speech Recognition,AlexNet,Sentiment Analysis
ISOLATED,6473174,13464275,6473174,4489906
PRIORITY,0,2,1,0
DISPATCHED,0,259837,1796619,586252
ESTIMATED,307188,1,307188,1
RUNNED,1697263,10863235,1697518,3804408
WAITED,12560753,1,9326454,13671765
ELAPSED,14258016,10863236,11023972,17476173
SWITCHED,2,1,1,1
SLA,True,True,True,True
HPF,DYNAMIC
ANTT,2.151199926115282,STP,2.5375440183969133,FAIRNESS,0.3033353786446855
