NNID,1
NET NAME,AlexNet
ISOLATED,6473174
PRIORITY,2
DISPATCHED,0
ESTIMATED,4213440
RUNNED,78132672
WAITED,0
ELAPSED,78132672
SWITCHED,1
SLA,False
PREMA,DYNAMIC
ANTT,12.070225827391631,STP,0.08284849134559227,FAIRNESS,1.0
