NNID,1
NET NAME,MobileNet
ISOLATED,25908758
PRIORITY,2
DISPATCHED,0
ESTIMATED,5045956
RUNNED,25908758
WAITED,0
ELAPSED,25908758
SWITCHED,1
SLA,True
FCFS,STATIC
ANTT,1.0,STP,1.0,FAIRNESS,1.0
