NNID,1
NET NAME,Sentiment Analysis
ISOLATED,2474918
PRIORITY,1
DISPATCHED,0
ESTIMATED,1
RUNNED,4469462
WAITED,0
ELAPSED,4469462
SWITCHED,1
SLA,True
FCFS,STATIC
ANTT,1.8059030642631393,STP,0.5537395776046423,FAIRNESS,1.0
