NNID,1
NET NAME,AlexNet
ISOLATED,6473174
PRIORITY,0
DISPATCHED,0
ESTIMATED,307188
RUNNED,1697722
WAITED,0
ELAPSED,1697722
SWITCHED,1
SLA,True
PREMA,DYNAMIC
ANTT,0.2622704101573664,STP,3.8128586423454487,FAIRNESS,1.0
