NNID,1
NET NAME,Automatic Speech Recognition
ISOLATED,13464275
PRIORITY,1
DISPATCHED,0
ESTIMATED,1
RUNNED,13440293
WAITED,0
ELAPSED,13440293
SWITCHED,1
SLA,True
FCFS,STATIC
ANTT,0.9982188420839592,STP,1.0017843361004108,FAIRNESS,1.0
