NNID,1
NET NAME,GoogLeNet
ISOLATED,11872941
PRIORITY,0
DISPATCHED,0
ESTIMATED,291425
RUNNED,813951
WAITED,0
ELAPSED,813951
SWITCHED,1
SLA,True
PREMA,DYNAMIC
ANTT,0.06855512884297159,STP,14.586800679647792,FAIRNESS,1.0
