NNID,1
NET NAME,AlexNet
ISOLATED,6473754
PRIORITY,2
DISPATCHED,0
ESTIMATED,1114704
RUNNED,6473754
WAITED,0
ELAPSED,6473754
SWITCHED,1
SLA,True
FCFS,STATIC
ANTT,1.0,STP,1.0,FAIRNESS,1.0
