NNID,1
NET NAME,MobileNet
ISOLATED,1867013
PRIORITY,0
DISPATCHED,0
ESTIMATED,1419697
RUNNED,1867013
WAITED,0
ELAPSED,1867013
SWITCHED,1
SLA,True
FCFS,STATIC
ANTT,1.0,STP,1.0,FAIRNESS,1.0
