NNID,1
NET NAME,Automatic Speech Recognition
ISOLATED,13464404
PRIORITY,0
DISPATCHED,0
ESTIMATED,1
RUNNED,13464404
WAITED,0
ELAPSED,13464404
SWITCHED,1
SLA,True
FCFS,STATIC
ANTT,1.0,STP,1.0,FAIRNESS,1.0
