NNID,1
NET NAME,GoogLeNet
ISOLATED,11872941
PRIORITY,2
DISPATCHED,0
ESTIMATED,1055492
RUNNED,11873594
WAITED,0
ELAPSED,11873594
SWITCHED,1
SLA,True
PREMA,DYNAMIC
ANTT,1.0000549990099337,STP,0.9999450040147911,FAIRNESS,1.0
