NNID,1
NET NAME,VGG16
ISOLATED,77632839
PRIORITY,0
DISPATCHED,0
ESTIMATED,3555583
RUNNED,6150050
WAITED,0
ELAPSED,6150050
SWITCHED,1
SLA,True
PREMA,DYNAMIC
ANTT,0.07921969722117209,STP,12.623123226640434,FAIRNESS,1.0
