NNID,1
NET NAME,Machine Translation
ISOLATED,12173696
PRIORITY,2
DISPATCHED,0
ESTIMATED,1
RUNNED,9911366
WAITED,0
ELAPSED,9911366
SWITCHED,1
SLA,True
FCFS,STATIC
ANTT,0.8141624367817301,STP,1.2282561253413504,FAIRNESS,1.0
