NNID,1
NET NAME,Sentiment Analysis
ISOLATED,1818277
PRIORITY,1
DISPATCHED,0
ESTIMATED,1
RUNNED,4489981
WAITED,0
ELAPSED,4489981
SWITCHED,1
SLA,True
FCFS,STATIC
ANTT,2.4693602789893947,STP,0.4049631835858548,FAIRNESS,1.0
