NNID,1
NET NAME,Machine Translation
ISOLATED,5638076
PRIORITY,0
DISPATCHED,0
ESTIMATED,1
RUNNED,9911366
WAITED,0
ELAPSED,9911366
SWITCHED,1
SLA,True
FCFS,STATIC
ANTT,1.7579340895724003,STP,0.5688495410218934,FAIRNESS,1.0
